ID_Cliente,Ingreso_Mensual,Tipo_Vivienda,Mora_Previa,Estado_Credito,Puntaje_Psicometrico
FT-01899,3.97,Propia,0,0,67
FT-01900,2.71,Propia,0,0,100
FT-01901,3.21,Alquilada,0,0,83
FT-01902,3.59,Propia,0,0,61
FT-01903,2.57,Propia,0,0,56
FT-01904,3.75,Alquilada,0,0,59
FT-01905,2.62,Propia,0,0,89
FT-01906,3.71,Propia,0,0,58
FT-01907,1.93,Alquilada,0,1,52
FT-01908,5.3,Propia,0,0,76
FT-01909,4.5,Propia,0,0,70
FT-01910,4.47,Alquilada,0,0,60
FT-01911,4.95,Propia,0,0,87
FT-01912,4.58,Alquilada,0,0,79
FT-01913,1.94,Alquilada,0,1,43
FT-01914,4.11,Alquilada,0,0,70
FT-01915,4.92,Propia,0,0,80
FT-01916,4.42,Propia,0,0,89
FT-01917,1.61,Propia,1,1,58
FT-01918,2.27,Alquilada,0,0,61
FT-01919,2.73,Propia,0,0,79
FT-01920,4.24,Propia,0,0,81
FT-01921,3.01,Propia,0,0,91
FT-01922,3.81,Propia,0,0,79
FT-01923,3.25,Alquilada,1,0,85
FT-01924,3.3,Propia,0,0,80
FT-01925,3.96,Propia,0,0,58
FT-01926,3.56,Propia,0,0,82
FT-01927,6.07,Alquilada,0,0,74
FT-01928,2.35,Alquilada,1,0,95
FT-01929,4.71,Propia,0,0,57
FT-01930,5.02,Alquilada,1,0,61
FT-01931,6.21,Alquilada,0,0,81
FT-01932,3.99,Propia,0,0,90
FT-01933,4.85,Propia,0,0,72
FT-01934,6.04,Alquilada,0,0,72
FT-01935,3.17,Propia,0,0,75
FT-01936,2.85,Alquilada,0,0,68
FT-01937,4.06,Propia,0,0,84
FT-01938,3.62,Alquilada,0,0,68
FT-01939,4.88,Propia,0,0,81
FT-01940,2.4,Propia,0,0,58
FT-01941,5.9,Alquilada,0,0,92
FT-01942,4.26,Propia,0,0,50
FT-01943,3.58,Propia,0,0,61
FT-01944,3.91,Propia,0,0,98
FT-01945,5.42,Propia,0,0,74
FT-01946,4.61,Propia,0,0,66
FT-01947,3.88,Alquilada,0,0,59
FT-01948,3.65,Alquilada,0,0,68
FT-01949,3.7,Propia,0,0,76
FT-01950,4.81,Propia,0,0,78
FT-01951,3.55,Propia,0,0,77
FT-01952,4.69,Alquilada,0,0,53
FT-01953,2.88,Alquilada,0,0,75
FT-01954,3.05,Propia,0,0,77
FT-01955,1.21,Alquilada,0,1,32
FT-01956,1.21,Alquilada,1,1,43
FT-01957,3.11,Propia,1,0,59
FT-01958,2.62,Propia,0,0,63
FT-01959,2.96,Propia,0,0,86
FT-01960,6.4,Propia,0,0,64
FT-01961,3.1,Propia,0,0,65
FT-01962,1.75,Propia,0,0,70
FT-01963,3.97,Propia,0,0,60
FT-01964,3.1,Propia,0,0,80
FT-01965,3.52,Alquilada,0,0,59
FT-01966,5.19,Propia,0,0,85
FT-01967,3.61,Propia,1,0,58
FT-01968,3.47,Propia,0,0,70
FT-01969,3.16,Propia,0,0,77
FT-01970,3.56,Propia,0,0,82
FT-01971,4.42,Alquilada,0,0,71
FT-01972,2.04,Propia,0,0,65
FT-01973,2.49,Propia,0,0,89
FT-01974,4.45,Propia,0,0,75
FT-01975,3.95,Propia,0,0,71
FT-01976,3.16,Propia,1,1,35
FT-01977,4.54,Propia,0,0,75
FT-01978,3.41,Propia,0,0,73
FT-01979,5.16,Propia,0,0,58
FT-01980,3.18,Propia,1,0,64
FT-01981,2.86,Alquilada,1,0,74
FT-01982,8.31,Alquilada,0,0,78
FT-01983,4.82,Propia,0,0,62
FT-01984,2.99,Alquilada,0,0,62
FT-01985,3.42,Propia,0,0,74
FT-01986,3.18,Propia,0,0,64
FT-01987,2.19,Propia,0,0,71
FT-01988,3.49,Alquilada,0,0,93
FT-01989,4.08,Propia,0,0,73
FT-01990,5.96,Propia,0,0,84
FT-01991,3.75,Propia,0,0,59
FT-01992,3.32,Alquilada,0,0,65
FT-01993,6.22,Propia,0,0,64
FT-01994,5.76,Propia,0,0,61
FT-01995,4.07,Propia,0,0,54
FT-01996,3.94,Propia,0,0,75
FT-01997,3.16,Alquilada,1,1,41
FT-01998,3.16,Propia,0,0,63
FT-01999,3.89,Propia,0,0,65
FT-02000,3.12,Propia,0,0,74
FT-02001,5.82,Alquilada,0,0,73
FT-02002,2.91,Alquilada,1,0,84
FT-02003,0.94,Alquilada,1,1,58
FT-02004,4.24,Propia,0,0,66
FT-02005,5.98,Propia,0,0,72
FT-02006,3.3,Propia,0,0,62
FT-02007,3.08,Propia,0,0,90
FT-02008,4.73,Alquilada,0,0,76
FT-02009,4.53,Propia,0,0,84
FT-02010,7.07,Alquilada,0,0,69
FT-02011,4.09,Propia,0,0,84
FT-02012,5.78,Propia,0,0,81
FT-02013,1.61,Propia,1,1,46
FT-02014,3.07,Propia,0,0,58
FT-02015,2.3,Propia,0,0,74
FT-02016,3.51,Propia,0,0,85
FT-02017,5.1,Propia,0,0,63
FT-02018,1.35,Propia,0,1,42
FT-02019,1.13,Propia,0,0,79
FT-02020,2.9,Propia,0,0,81
FT-02021,2.54,Propia,1,1,47
FT-02022,4.8,Propia,0,0,80
FT-02023,1.83,Alquilada,1,1,23
FT-02024,3.12,Alquilada,0,0,86
FT-02025,2.14,Propia,0,0,65
FT-02026,6.47,Propia,0,0,77
FT-02027,4.18,Alquilada,0,0,86
FT-02028,6.84,Alquilada,0,1,41
FT-02029,5.65,Alquilada,0,0,65
FT-02030,4.18,Propia,0,0,79
FT-02031,5.98,Alquilada,0,0,88
FT-02032,6.27,Alquilada,0,0,72
FT-02033,2.76,Propia,0,0,74
FT-02034,1.74,Alquilada,1,1,58
FT-02035,5.69,Propia,0,0,68
FT-02036,4.54,Propia,0,0,97
FT-02037,4.66,Alquilada,0,0,63
FT-02038,4.08,Alquilada,0,0,74
FT-02039,2.58,Alquilada,0,0,74
FT-02040,2.51,Alquilada,0,0,49
FT-02041,6.56,Alquilada,0,0,64
FT-02042,4.18,Alquilada,0,0,58
FT-02043,3.59,Alquilada,0,0,81
FT-02044,4.75,Propia,0,0,54
FT-02045,3.06,Alquilada,0,0,83
FT-02046,3.37,Alquilada,0,0,60
FT-02047,3.95,Propia,0,0,84
FT-02048,3.23,Alquilada,0,0,58
FT-02049,4.6,Propia,0,0,78
FT-02050,3.74,Propia,0,0,83
FT-02051,4.59,Propia,0,0,79
FT-02052,4.73,Propia,0,0,60
FT-02053,5.6,Propia,0,0,85
FT-02054,2.91,Alquilada,1,1,50
FT-02055,2.74,Alquilada,1,0,47
FT-02056,8.07,Alquilada,0,0,74
FT-02057,5.98,Alquilada,0,0,100
FT-02058,2.08,Propia,0,0,85
FT-02059,8.5,Propia,0,0,68
FT-02060,3.16,Alquilada,0,0,79
FT-02061,3.76,Propia,0,0,69
FT-02062,2.59,Alquilada,0,0,84
FT-02063,4.06,Propia,0,0,64
FT-02064,3.22,Propia,0,0,86
FT-02065,2.62,Alquilada,0,0,83
FT-02066,2.41,Alquilada,1,0,80
FT-02067,2.98,Propia,0,0,96
FT-02068,4.9,Propia,0,0,84
FT-02069,8.68,Propia,0,0,84
FT-02070,4.61,Propia,0,0,85
FT-02071,2.79,Propia,0,0,81
FT-02072,3.46,Propia,0,0,78
FT-02073,5.29,Alquilada,0,0,66
FT-02074,3.5,Alquilada,0,0,66
FT-02075,6.03,Alquilada,0,0,78
FT-02076,7.73,Alquilada,0,0,80
FT-02077,2.99,Propia,0,0,73
FT-02078,3.12,Propia,0,0,68
FT-02079,1.03,Alquilada,0,1,50
FT-02080,3.48,Alquilada,0,0,72
FT-02081,5.42,Alquilada,0,0,76
FT-02082,4.17,Propia,0,0,71
FT-02083,3.64,Propia,0,0,86
FT-02084,4.61,Alquilada,0,1,30
FT-02085,6.38,Propia,0,0,66
FT-02086,1.1,Propia,0,0,72
FT-02087,5.71,Alquilada,0,0,61
FT-02088,3.83,Propia,0,0,95
FT-02089,4.21,Alquilada,1,0,80
FT-02090,5.43,Propia,0,0,73
FT-02091,4.3,Propia,0,0,89
FT-02092,2.43,Alquilada,0,1,68
FT-02093,1.67,Alquilada,0,0,73
FT-02094,3.05,Propia,0,0,65
FT-02095,4.68,Alquilada,0,0,63
FT-02096,3.34,Propia,0,0,75
FT-02097,6.45,Alquilada,0,0,85
FT-02098,3.12,Propia,0,0,63
FT-02099,4.06,Propia,0,0,70
FT-02100,2.97,Propia,0,0,71
FT-02101,1.33,Alquilada,1,1,34
FT-02102,2.03,Propia,0,0,68
FT-02103,2.37,Propia,0,0,81
FT-02104,7.57,Alquilada,0,0,81
FT-02105,3.94,Alquilada,0,0,66
FT-02106,3.44,Propia,0,0,70
FT-02107,2.59,Alquilada,0,0,74
FT-02108,5.15,Propia,1,1,56
FT-02109,7.25,Alquilada,0,0,63
FT-02110,2.45,Alquilada,1,1,49
FT-02111,5.66,Propia,0,0,53
FT-02112,1.2,Propia,0,0,76
FT-02113,3.19,Propia,1,0,88
FT-02114,2.86,Alquilada,0,1,40
FT-02115,3.27,Propia,0,0,73
FT-02116,2.69,Propia,0,0,83
FT-02117,4.54,Propia,0,0,40
FT-02118,2.24,Propia,0,0,72
FT-02119,2.05,Alquilada,0,0,56
FT-02120,6.45,Propia,0,0,84
FT-02121,2.97,Propia,0,0,64
FT-02122,4.84,Propia,1,0,93
FT-02123,3.31,Alquilada,0,1,40
FT-02124,3.98,Alquilada,0,0,78
FT-02125,1.49,Alquilada,0,1,45
FT-02126,2.05,Propia,0,0,70
FT-02127,2.87,Alquilada,0,0,73
FT-02128,6.83,Propia,0,0,73
FT-02129,3.45,Propia,0,0,91
FT-02130,2.39,Propia,0,0,89
FT-02131,4.69,Propia,1,0,65
FT-02132,6.09,Propia,0,0,73
FT-02133,3.27,Propia,0,0,60
FT-02134,4.7,Propia,0,0,58
FT-02135,5.35,Propia,0,0,66
FT-02136,1.82,Alquilada,1,1,19
FT-02137,3.47,Alquilada,0,0,54
FT-02138,7.26,Propia,0,0,79
FT-02139,2.47,Propia,0,0,78
FT-02140,4.11,Alquilada,0,0,65
FT-02141,3.77,Propia,0,0,80
FT-02142,3.76,Propia,0,0,80
FT-02143,5.24,Propia,0,0,73
FT-02144,4.82,Propia,0,0,71
FT-02145,4.35,Propia,0,0,70
FT-02146,2.06,Propia,0,0,64
FT-02147,2.78,Propia,0,0,75
FT-02148,3.57,Alquilada,0,0,67
FT-02149,4.05,Propia,0,0,75
FT-02150,6.8,Propia,0,0,66
FT-02151,4.01,Alquilada,0,0,66
FT-02152,5.15,Propia,0,0,67
FT-02153,3.82,Propia,0,0,87
FT-02154,5.0,Alquilada,0,0,58
FT-02155,3.93,Propia,0,0,92
FT-02156,2.61,Propia,0,0,81
FT-02157,4.77,Propia,0,0,56
FT-02158,4.6,Alquilada,0,0,67
FT-02159,2.27,Propia,1,0,55
FT-02160,3.82,Propia,0,0,80
FT-02161,3.81,Propia,0,0,87
FT-02162,3.14,Propia,0,0,76
FT-02163,2.56,Propia,0,0,86
FT-02164,4.25,Propia,1,0,75
FT-02165,6.56,Propia,0,0,84
FT-02166,2.95,Alquilada,1,1,56
FT-02167,2.15,Propia,0,0,73
FT-02168,6.37,Propia,0,0,82
FT-02169,6.03,Propia,0,0,71
FT-02170,3.21,Propia,0,0,89
FT-02171,2.21,Alquilada,0,0,70
FT-02172,3.26,Propia,0,0,79
FT-02173,3.34,Propia,0,0,65
FT-02174,2.28,Propia,0,0,56
FT-02175,4.22,Propia,0,0,77
FT-02176,2.91,Alquilada,0,0,53
FT-02177,2.44,Propia,0,0,97
FT-02178,3.54,Propia,0,0,69
FT-02179,6.49,Propia,0,0,72
FT-02180,5.27,Alquilada,0,0,70
FT-02181,4.53,Propia,0,0,75
FT-02182,3.22,Alquilada,0,0,77
FT-02183,2.28,Propia,1,0,64
FT-02184,2.58,Propia,0,0,45
FT-02185,5.16,Propia,0,0,61
FT-02186,3.98,Propia,1,1,38
FT-02187,4.09,Propia,0,0,76
FT-02188,4.54,Propia,0,0,75
FT-02189,2.11,Propia,0,0,81
FT-02190,3.89,Alquilada,1,0,55
FT-02191,4.41,Propia,0,0,63
FT-02192,1.85,Propia,0,1,49
FT-02193,4.07,Propia,0,0,90
FT-02194,5.07,Propia,0,0,100
FT-02195,3.24,Propia,0,0,58
FT-02196,5.51,Propia,1,0,85
FT-02197,2.38,Propia,0,0,74
FT-02198,4.6,Alquilada,0,0,79
FT-02199,4.13,Propia,0,0,58
FT-02200,5.86,Propia,0,0,88
FT-02201,1.73,Alquilada,1,1,37
FT-02202,3.6,Propia,0,0,59
FT-02203,5.51,Propia,0,0,70
FT-02204,4.53,Propia,1,0,66
FT-02205,2.69,Alquilada,0,0,73
FT-02206,3.11,Propia,0,1,40
FT-02207,2.57,Propia,0,0,69
FT-02208,4.4,Propia,0,0,71
FT-02209,4.57,Propia,0,0,71
FT-02210,2.83,Alquilada,1,1,52
FT-02211,3.66,Propia,0,0,83
FT-02212,3.45,Propia,0,0,65
FT-02213,2.18,Alquilada,0,0,88
FT-02214,1.53,Alquilada,0,1,27
FT-02215,3.52,Propia,0,0,87
FT-02216,4.04,Propia,0,0,69
FT-02217,3.48,Alquilada,0,0,63
FT-02218,3.48,Propia,0,0,74
FT-02219,4.03,Propia,0,0,100
FT-02220,3.76,Propia,0,0,58
FT-02221,3.46,Alquilada,0,0,80
FT-02222,3.45,Propia,0,0,75
FT-02223,7.42,Alquilada,0,0,77
FT-02224,3.41,Propia,0,0,60
FT-02225,3.59,Alquilada,1,0,78
FT-02226,2.01,Alquilada,0,0,76
FT-02227,5.52,Alquilada,0,0,57
FT-02228,1.56,Alquilada,1,0,74
FT-02229,2.73,Propia,0,0,70
FT-02230,4.71,Propia,1,0,69
FT-02231,1.93,Alquilada,0,0,72
FT-02232,3.05,Propia,1,0,85
FT-02233,2.28,Alquilada,0,1,30
FT-02234,3.74,Alquilada,0,0,62
FT-02235,3.02,Propia,0,0,78
FT-02236,5.08,Propia,0,0,73
FT-02237,3.12,Alquilada,0,1,28
FT-02238,4.76,Alquilada,0,0,59
FT-02239,3.28,Alquilada,0,0,82
FT-02240,4.11,Propia,0,0,67
FT-02241,3.14,Propia,0,0,83
FT-02242,8.31,Alquilada,0,0,61
FT-02243,4.35,Propia,0,0,95
FT-02244,3.2,Alquilada,0,1,44
FT-02245,7.73,Alquilada,0,0,79
FT-02246,3.43,Propia,0,0,87
FT-02247,4.29,Propia,0,0,68
FT-02248,5.11,Propia,0,0,67
FT-02249,3.19,Alquilada,0,0,86
FT-02250,3.1,Propia,0,0,75
FT-02251,5.43,Propia,0,0,58
FT-02252,1.91,Propia,0,1,36
FT-02253,5.1,Propia,0,0,60
FT-02254,4.58,Propia,0,0,71
FT-02255,7.39,Propia,0,0,85
FT-02256,3.98,Propia,0,0,89
FT-02257,2.89,Propia,0,0,76
FT-02258,2.49,Alquilada,0,0,88
FT-02259,3.39,Propia,0,0,68
FT-02260,1.08,Alquilada,0,0,92
FT-02261,6.14,Alquilada,0,0,65
FT-02262,4.49,Alquilada,0,0,64
FT-02263,3.07,Alquilada,0,1,53
FT-02264,5.57,Alquilada,0,0,65
FT-02265,2.49,Alquilada,0,0,79
FT-02266,2.71,Propia,0,0,87
FT-02267,4.03,Propia,0,0,73
FT-02268,6.44,Alquilada,0,0,76
FT-02269,4.47,Alquilada,0,0,58
FT-02270,1.26,Propia,0,0,74
FT-02271,2.74,Alquilada,0,0,92
FT-02272,2.91,Propia,0,0,89
FT-02273,4.21,Propia,0,0,61
FT-02274,2.29,Propia,0,0,68
FT-02275,3.49,Alquilada,0,1,60
FT-02276,3.54,Propia,1,0,78
FT-02277,4.87,Propia,0,0,90
FT-02278,4.99,Propia,0,0,91
FT-02279,4.03,Propia,0,0,61
FT-02280,5.27,Alquilada,0,0,81
FT-02281,8.55,Propia,0,0,75
FT-02282,6.77,Alquilada,0,0,92
FT-02283,3.25,Alquilada,0,0,95
FT-02284,2.25,Alquilada,0,0,64
FT-02285,3.39,Propia,0,0,100
FT-02286,2.76,Alquilada,0,0,75
FT-02287,4.22,Alquilada,1,1,27
FT-02288,2.51,Propia,0,0,44
FT-02289,3.78,Alquilada,0,0,84
FT-02290,2.76,Alquilada,0,0,49
FT-02291,3.49,Propia,0,0,71
FT-02292,3.86,Propia,0,0,67
FT-02293,4.82,Propia,0,0,78
FT-02294,3.87,Propia,0,0,75
FT-02295,3.14,Propia,0,0,79
FT-02296,5.1,Alquilada,0,0,87
FT-02297,3.95,Alquilada,0,0,62
FT-02298,3.25,Alquilada,0,0,71
FT-02299,4.86,Propia,0,0,64
FT-02300,4.22,Propia,0,0,63
FT-02301,4.72,Propia,1,0,94
FT-02302,5.73,Propia,0,0,59
FT-02303,2.57,Propia,0,0,64
FT-02304,8.33,Propia,0,0,97
FT-02305,2.31,Alquilada,1,1,52
FT-02306,2.52,Alquilada,0,0,72
FT-02307,6.0,Propia,0,0,77
FT-02308,3.02,Alquilada,0,0,60
FT-02309,6.81,Propia,0,0,63
FT-02310,2.63,Propia,0,0,66
FT-02311,3.79,Propia,0,0,84
FT-02312,5.14,Propia,0,0,80
FT-02313,4.89,Propia,0,0,66
FT-02314,4.39,Propia,0,0,72
FT-02315,1.61,Propia,0,1,47
FT-02316,3.32,Propia,0,0,47
FT-02317,5.6,Alquilada,0,0,76
FT-02318,3.08,Alquilada,0,0,81
FT-02319,2.32,Propia,0,0,63
FT-02320,6.54,Propia,0,0,80
FT-02321,2.5,Alquilada,0,1,62
FT-02322,2.37,Propia,0,0,93
FT-02323,4.92,Propia,0,0,67
FT-02324,4.15,Propia,0,0,79
FT-02325,4.42,Propia,0,0,57
FT-02326,2.15,Propia,1,1,38
FT-02327,4.64,Propia,0,0,82
FT-02328,6.33,Alquilada,0,0,67
FT-02329,4.34,Propia,0,0,85
FT-02330,2.2,Propia,0,0,83
FT-02331,3.91,Propia,0,0,75
FT-02332,4.55,Alquilada,0,0,70
FT-02333,6.7,Alquilada,0,0,39
FT-02334,5.0,Propia,1,0,66
FT-02335,2.91,Propia,0,0,85
FT-02336,3.84,Propia,0,0,70
FT-02337,5.11,Propia,1,0,78
FT-02338,4.68,Propia,0,0,68
FT-02339,4.78,Propia,0,0,57
FT-02340,2.38,Propia,0,0,81
FT-02341,4.9,Alquilada,0,0,59
FT-02342,4.24,Alquilada,0,0,70
FT-02343,4.98,Propia,0,0,77
FT-02344,4.15,Alquilada,0,0,66
FT-02345,3.66,Alquilada,0,1,36
FT-02346,5.65,Propia,0,0,95
FT-02347,4.59,Alquilada,0,0,64
FT-02348,2.53,Propia,0,0,65
FT-02349,4.07,Alquilada,0,0,68
FT-02350,3.49,Propia,0,0,86
FT-02351,3.33,Alquilada,0,0,78
FT-02352,1.53,Propia,1,1,71
FT-02353,4.16,Propia,0,0,87
FT-02354,4.62,Alquilada,0,0,63
FT-02355,5.37,Alquilada,0,0,79
FT-02356,3.81,Propia,0,0,74
FT-02357,2.52,Alquilada,1,1,48
FT-02358,3.14,Alquilada,0,0,86
FT-02359,5.76,Propia,0,0,71
FT-02360,3.24,Alquilada,0,0,65
FT-02361,2.66,Propia,0,0,61
FT-02362,4.45,Propia,0,0,92
FT-02363,3.86,Alquilada,0,0,73
FT-02364,4.02,Propia,0,0,58
FT-02365,2.54,Propia,0,0,88
FT-02366,2.59,Propia,0,0,54
FT-02367,3.46,Alquilada,0,0,56
FT-02368,4.96,Propia,0,0,70
FT-02369,3.51,Propia,0,0,67
FT-02370,2.61,Propia,0,0,76
FT-02371,5.77,Propia,0,0,52
FT-02372,2.57,Propia,0,0,77
FT-02373,4.07,Propia,0,0,87
FT-02374,4.97,Propia,0,0,62
FT-02375,3.38,Propia,0,0,69
FT-02376,4.97,Propia,0,0,64
FT-02377,6.47,Propia,1,0,77
FT-02378,4.9,Propia,0,0,61
FT-02379,3.82,Propia,0,0,60
FT-02380,4.03,Alquilada,0,0,71
FT-02381,1.74,Propia,0,0,77
FT-02382,3.22,Propia,0,0,75
FT-02383,2.21,Alquilada,1,1,50
FT-02384,2.84,Propia,1,0,80
FT-02385,3.92,Propia,0,0,76
FT-02386,4.35,Propia,0,0,60
FT-02387,4.67,Propia,0,0,44
FT-02388,7.19,Propia,0,0,79
FT-02389,2.27,Propia,0,0,70
FT-02390,2.8,Propia,0,0,61
FT-02391,4.29,Alquilada,0,0,91
FT-02392,5.12,Propia,0,0,91
FT-02393,3.08,Alquilada,0,0,87
FT-02394,4.16,Propia,0,0,75
FT-02395,1.88,Alquilada,1,1,71
FT-02396,6.7,Propia,1,0,86
FT-02397,2.38,Propia,0,0,63
FT-02398,4.62,Propia,0,0,67
FT-02399,5.18,Propia,0,0,83
FT-02400,4.78,Propia,0,0,95
FT-02401,5.98,Propia,0,0,90
FT-02402,2.61,Alquilada,0,0,75
FT-02403,1.64,Propia,0,0,81
FT-02404,5.86,Propia,0,0,61
FT-02405,3.43,Propia,0,0,55
FT-02406,3.82,Alquilada,0,0,85
FT-02407,3.99,Propia,0,0,77
FT-02408,4.1,Propia,1,0,57
FT-02409,1.48,Propia,0,1,67
FT-02410,4.56,Propia,0,0,80
FT-02411,2.34,Propia,0,0,83
FT-02412,3.79,Propia,0,0,80
FT-02413,4.36,Propia,0,0,69
FT-02414,4.71,Propia,0,0,64
FT-02415,3.71,Propia,0,0,74
FT-02416,1.89,Alquilada,1,1,58
FT-02417,5.47,Alquilada,0,0,83
FT-02418,3.41,Alquilada,0,0,90
FT-02419,4.88,Propia,0,0,73
FT-02420,5.32,Alquilada,0,0,61
FT-02421,4.27,Propia,0,0,85
FT-02422,3.08,Propia,0,0,74
FT-02423,4.57,Propia,0,0,59
FT-02424,3.57,Alquilada,0,0,80
FT-02425,8.15,Propia,0,0,89
FT-02426,1.39,Alquilada,0,1,34
FT-02427,5.15,Propia,0,0,89
FT-02428,2.27,Alquilada,0,1,67
FT-02429,1.81,Alquilada,0,0,65
FT-02430,1.06,Alquilada,1,1,34
FT-02431,5.65,Propia,0,0,69
FT-02432,3.21,Propia,0,0,86
FT-02433,4.91,Alquilada,0,1,54
FT-02434,4.12,Propia,0,0,86
FT-02435,1.65,Alquilada,0,1,8
FT-02436,2.95,Propia,0,0,63
FT-02437,3.7,Propia,0,0,51
FT-02438,2.51,Propia,0,0,82
FT-02439,3.63,Propia,0,0,79
FT-02440,4.3,Propia,0,0,62
FT-02441,7.47,Propia,1,0,82
FT-02442,3.31,Propia,0,0,88
FT-02443,3.73,Alquilada,1,0,65
FT-02444,4.81,Propia,0,0,52
FT-02445,3.48,Propia,0,0,84
FT-02446,3.14,Propia,0,0,87
FT-02447,5.68,Propia,0,0,65
FT-02448,6.55,Alquilada,0,0,82
FT-02449,3.47,Propia,0,0,77
FT-02450,3.11,Alquilada,0,0,72
FT-02451,2.95,Propia,0,0,79
FT-02452,3.1,Propia,1,1,74
FT-02453,5.98,Alquilada,0,0,61
FT-02454,4.5,Alquilada,0,0,77
FT-02455,4.93,Propia,0,0,76
FT-02456,5.53,Alquilada,0,0,45
FT-02457,6.62,Propia,0,0,60
FT-02458,4.56,Propia,0,0,66
FT-02459,3.41,Propia,0,0,79
FT-02460,5.05,Propia,0,0,56
FT-02461,2.83,Alquilada,1,1,27
FT-02462,3.59,Alquilada,0,0,94
FT-02463,1.78,Alquilada,0,0,74
FT-02464,3.38,Propia,0,0,74
FT-02465,2.5,Propia,0,0,72
FT-02466,1.44,Propia,0,0,84
FT-02467,3.44,Propia,0,0,73
FT-02468,3.82,Propia,0,0,71
FT-02469,4.66,Alquilada,0,0,75
FT-02470,4.91,Alquilada,0,0,88
FT-02471,3.52,Propia,0,0,77
FT-02472,3.19,Propia,1,1,32
FT-02473,2.19,Alquilada,0,1,30
FT-02474,4.6,Propia,0,0,67
FT-02475,3.0,Propia,0,0,38
FT-02476,5.07,Propia,0,0,78
FT-02477,4.21,Propia,0,0,78
FT-02478,3.86,Propia,0,0,66
FT-02479,3.1,Propia,0,0,70
FT-02480,3.48,Propia,0,0,87
FT-02481,5.33,Alquilada,0,0,78
FT-02482,4.75,Alquilada,0,0,89
FT-02483,6.33,Alquilada,0,1,50
FT-02484,4.13,Propia,0,0,71
FT-02485,4.68,Propia,0,0,81
FT-02486,1.75,Alquilada,1,1,16
FT-02487,5.04,Alquilada,0,0,78
FT-02488,2.03,Propia,0,0,70
FT-02489,5.03,Alquilada,0,0,67
FT-02490,4.91,Propia,0,0,67
FT-02491,4.34,Propia,0,0,79
FT-02492,3.66,Propia,0,0,80
FT-02493,2.87,Alquilada,1,0,44
FT-02494,4.01,Propia,0,0,65
FT-02495,4.58,Alquilada,0,0,56
FT-02496,5.08,Alquilada,0,0,68
FT-02497,3.06,Propia,0,0,66
FT-02498,3.45,Propia,1,0,75
FT-02499,5.36,Alquilada,1,1,58
FT-02500,2.29,Alquilada,0,0,96
FT-02501,5.86,Propia,0,0,77
FT-02502,7.78,Propia,0,0,80
FT-02503,6.05,Alquilada,0,0,57
FT-02504,1.85,Alquilada,0,1,50
FT-02505,6.91,Propia,0,0,61
FT-02506,3.7,Propia,0,0,80
FT-02507,5.05,Propia,0,0,74
FT-02508,4.94,Propia,1,0,69
FT-02509,1.56,Propia,0,0,84
FT-02510,1.19,Alquilada,1,1,51
FT-02511,2.88,Propia,0,0,88
FT-02512,1.88,Alquilada,0,0,88
FT-02513,4.26,Propia,0,0,66
FT-02514,4.81,Propia,0,0,85
FT-02515,3.23,Propia,0,0,74
FT-02516,3.24,Alquilada,1,1,34
FT-02517,5.96,Propia,0,0,77
FT-02518,3.69,Propia,0,0,56
FT-02519,2.47,Alquilada,0,0,67
FT-02520,5.23,Propia,0,0,78
FT-02521,3.5,Propia,0,0,70
FT-02522,3.14,Propia,0,0,85
FT-02523,3.6,Propia,0,0,69
FT-02524,3.56,Propia,0,0,74
FT-02525,2.1,Alquilada,0,0,72
FT-02526,4.39,Propia,0,0,56
FT-02527,4.36,Propia,0,0,77
FT-02528,1.65,Alquilada,0,1,48
FT-02529,4.24,Alquilada,0,0,52
FT-02530,2.73,Propia,1,1,25
FT-02531,4.34,Propia,0,0,68
FT-02532,3.1,Propia,0,0,87
FT-02533,2.86,Alquilada,0,0,100
FT-02534,7.27,Alquilada,0,0,53
FT-02535,4.38,Propia,0,0,91
FT-02536,3.77,Propia,0,0,86
FT-02537,4.72,Propia,0,0,67
FT-02538,3.24,Propia,0,0,94
FT-02539,5.25,Alquilada,0,0,78
FT-02540,3.51,Alquilada,0,0,70
FT-02541,1.94,Alquilada,0,0,53
FT-02542,3.85,Propia,0,0,74
FT-02543,2.74,Propia,0,0,73
FT-02544,3.7,Propia,1,0,98
FT-02545,3.54,Alquilada,0,0,63
FT-02546,4.53,Propia,0,0,63
FT-02547,6.41,Alquilada,0,0,67
FT-02548,5.07,Propia,0,0,100
FT-02549,4.37,Propia,0,0,60
FT-02550,4.14,Alquilada,1,0,87
FT-02551,4.42,Alquilada,0,0,56
FT-02552,6.13,Alquilada,0,0,78
FT-02553,4.7,Propia,0,0,74
FT-02554,3.17,Propia,0,1,40
FT-02555,2.79,Propia,0,0,81
FT-02556,1.78,Alquilada,1,1,48
FT-02557,4.34,Alquilada,0,0,55
FT-02558,6.09,Propia,1,0,70
FT-02559,4.96,Propia,1,0,63
FT-02560,4.09,Propia,0,0,76
FT-02561,4.07,Propia,0,0,70
FT-02562,3.22,Alquilada,0,0,90
FT-02563,3.67,Alquilada,0,0,69
FT-02564,2.54,Propia,0,0,76
FT-02565,2.97,Propia,0,0,60
FT-02566,2.72,Alquilada,0,0,68
FT-02567,3.91,Propia,0,0,63
FT-02568,3.34,Propia,0,0,86
FT-02569,2.18,Propia,0,0,65
FT-02570,3.48,Alquilada,1,1,65
FT-02571,3.45,Propia,0,0,76
